year,state,obs,households,wealth_mean,wealth_median,wealth_top1,wealth_top.1,wealth_top.01,wealth_top.001,wealth_top10,wealth_bottom50,wealth_gini,wealth_sd,p90,p10,income_mean,house_value_mean,own,rent,own_outright,own_mortgage,college,white,black,hispanic,female,household_size,age,mean_sd,top1_sd,top.1_sd,top.01_sd,top.001_sd,top10_sd,bottom50_sd,top5_sd,top.5_sd,gini_sd
1970,minnesota,14554,727700,205811.709,103870.225,0.199,0.081,0.033,0.013,0.497,0.093,0.703,399868,417720.334,5110.419,72458.288,97190.107,0.639,0.361,NA,NA,0.32,0.981,0.013,0,0.212,3.166,47.202,1791.946,0.003,0.001,0.001,0,0.004,0.001,0.005,0.003,0.005
1970,mississippi,3833,191650,113920.77,44400.931,0.222,0.09,0.036,0.015,0.569,0.055,0.761,274768.358,255164.786,-2847.933,47968.627,57227.903,0.594,0.406,NA,NA,0.242,0.671,0.327,0,0.237,3.407,47.983,1849.287,0.009,0.004,0.001,0.001,0.007,0.001,0.009,0.007,0.009
1970,missouri,21425,1071250,163437.502,69770.12,0.22,0.089,0.036,0.015,0.543,0.069,0.742,323817.61,338271.818,0,63223.164,69668.262,0.599,0.401,NA,NA,0.241,0.885,0.112,0,0.232,3.023,48.983,767.452,0.002,0.001,0,0,0.002,0,0.003,0.002,0.005
1970,nebraska,3430,171500,149213.694,66825.767,0.21,0.085,0.034,0.014,0.528,0.078,0.719,248357.708,315546.401,0,52498.824,55391.902,0.601,0.399,NA,NA,0.268,0.994,0.004,0,0.213,2.883,50.367,1545.456,0.005,0.002,0.001,0,0.005,0.001,0.006,0.004,0.008
1970,nevada,1551,77550,167661.272,81009.031,0.198,0.08,0.032,0.013,0.507,0.062,0.718,251755.801,366249.043,-8360.544,75841.209,94514.557,0.524,0.476,NA,NA,0.3,0.903,0.085,0,0.162,3.146,43.016,2464.276,0.007,0.003,0.001,0,0.007,0.001,0.009,0.005,0.007
1970,new hampshire,2424,121200,157260.142,76662.64,0.2,0.081,0.033,0.013,0.504,0.083,0.705,258030.092,325266.658,3583.045,66519.604,83278.442,0.604,0.396,NA,NA,0.29,0.993,0.006,0,0.189,3.222,46.743,2221.005,0.007,0.003,0.001,0,0.007,0.001,0.009,0.005,0.009
1970,new jersey,38932,1946600,274161.439,109070.576,0.229,0.093,0.038,0.015,0.562,0.063,0.784,1072056.148,571178.023,3766.744,81328.01,136523.688,0.56,0.44,NA,NA,0.266,0.898,0.098,0.001,0.203,3.178,48.019,8819.159,0.007,0.003,0.001,0,0.014,0.002,0.013,0.005,0.012
1970,new mexico,2895,144750,158440.687,59240.361,0.223,0.09,0.037,0.015,0.557,0.059,0.75,268165.014,349373.726,-3572.665,59768.778,71999.193,0.63,0.37,NA,NA,0.359,0.926,0.014,0.022,0.209,3.449,45.325,1237.152,0.004,0.002,0.001,0,0.003,0,0.005,0.003,0.006
1970,new york,96862,4843100,205777.552,59039.8,0.247,0.1,0.041,0.016,0.603,0.038,0.805,603789.385,449248.994,0,76826.566,74206.103,0.375,0.625,NA,NA,0.271,0.868,0.121,0.001,0.253,2.986,48.181,4750.82,0.006,0.002,0.001,0,0.009,0.001,0.011,0.005,0.006
1970,north carolina,22600,1130000,132743.202,52521.627,0.238,0.096,0.039,0.016,0.574,0.059,0.768,342918.308,277361.274,-2510.485,57430.191,64650.883,0.582,0.418,NA,NA,0.217,0.785,0.207,0,0.207,3.291,46.06,785.55,0.002,0.001,0,0,0.003,0,0.003,0.002,0.003
1970,ohio,47950,2397500,197860.552,91281.675,0.212,0.086,0.035,0.014,0.525,0.081,0.73,444594.567,401391.307,3724.812,72748.295,92064.453,0.628,0.372,NA,NA,0.243,0.9,0.098,0,0.204,3.184,47.218,213.767,0,0,0,0,0.001,0,0.001,0,0.003
1970,oklahoma,11333,566650,150494.938,62431.682,0.217,0.088,0.036,0.014,0.541,0.071,0.735,280496.316,320322.459,0,56507.331,63872.806,0.654,0.346,NA,NA,0.306,0.908,0.064,0,0.226,2.898,48.493,1093.131,0.004,0.002,0.001,0,0.003,0.001,0.004,0.003,0.007
1970,oregon,8590,429500,170715.879,78306.771,0.21,0.085,0.034,0.014,0.523,0.074,0.722,299349.548,356805.02,-68.663,61761.016,70109.12,0.598,0.402,NA,NA,0.321,0.97,0.017,0,0.217,2.908,47.909,1146.245,0.003,0.001,0,0,0.003,0,0.004,0.002,0.005
1970,pennsylvania,62648,3132400,168146.779,78946.456,0.213,0.086,0.035,0.014,0.523,0.087,0.718,318479.537,338307.626,3789.024,65265.838,73530.594,0.648,0.352,NA,NA,0.204,0.908,0.089,0,0.218,3.114,49.251,285.13,0.001,0,0,0,0.001,0,0.001,0.001,0.004
1970,rhode island,4186,209300,173715.223,72473.185,0.226,0.091,0.037,0.015,0.55,0.06,0.757,366817.903,369315.65,0,65606.419,73820.095,0.505,0.495,NA,NA,0.21,0.972,0.024,0,0.233,3.051,49.408,2318.622,0.005,0.002,0.001,0,0.006,0.001,0.008,0.004,0.002
1970,south carolina,7675,383750,128160.856,51817.179,0.228,0.092,0.037,0.015,0.567,0.056,0.759,251148.366,282327.673,-3765.784,54077.385,68740.578,0.582,0.418,NA,NA,0.223,0.715,0.284,0,0.225,3.47,45.709,546.632,0.002,0.001,0,0,0.002,0,0.002,0.002,0.006
1970,tennessee,10001,500050,128221.013,55556.493,0.223,0.09,0.037,0.015,0.55,0.069,0.742,272123.831,273053.025,0,55432.217,64548.235,0.612,0.388,NA,NA,0.222,0.881,0.117,0,0.209,3.151,47.248,634.178,0.002,0.001,0,0,0.002,0,0.003,0.002,0.005
1970,texas,55504,2775200,156902.734,58181.056,0.236,0.096,0.039,0.016,0.575,0.059,0.769,360351.02,330482.38,-3348.956,63644.106,64611.348,0.607,0.393,NA,NA,0.292,0.876,0.12,0.001,0.199,3.233,46.149,1017.5,0.002,0.001,0,0,0.003,0,0.004,0.002,0.003
1970,utah,4272,213600,172817.01,86443.628,0.198,0.08,0.032,0.013,0.502,0.085,0.705,311675.007,360082.101,-2689.142,66487.279,90983.197,0.652,0.348,NA,NA,0.412,0.98,0.008,0,0.174,3.502,45.029,3434.155,0.009,0.004,0.002,0.001,0.01,0.002,0.012,0.007,0.01
1970,virginia,18409,920450,203510.147,74530.554,0.233,0.094,0.038,0.015,0.574,0.054,0.764,356735.234,441937.433,-4100.064,73478.158,87870.981,0.555,0.445,NA,NA,0.332,0.831,0.164,0,0.202,3.197,44.253,1196.577,0.002,0.001,0,0,0.003,0,0.003,0.001,0.003
1970,washington,15819,790950,216147.298,101776.196,0.206,0.083,0.034,0.014,0.513,0.08,0.716,401249.631,446985.372,0,70602,97734.977,0.635,0.365,NA,NA,0.351,0.956,0.024,0,0.207,2.965,46.626,2003.185,0.004,0.001,0.001,0,0.005,0.001,0.006,0.003,0.005
1970,west virginia,3166,158300,130875.466,58193.148,0.21,0.085,0.034,0.014,0.525,0.071,0.722,226667.041,280224.46,0,52322.096,65853.436,0.624,0.376,NA,NA,0.23,0.965,0.034,0,0.212,3.021,49.641,1291.796,0.006,0.002,0.001,0,0.005,0.001,0.006,0.005,0.009
1970,wisconsin,17368,868400,193758.314,97652.809,0.201,0.081,0.033,0.013,0.501,0.089,0.704,339942.654,392179.761,5891.015,71197.389,86672.334,0.609,0.391,NA,NA,0.267,0.963,0.032,0,0.201,3.224,47.299,1735.769,0.003,0.001,0.001,0,0.004,0.001,0.005,0.002,0.005
1980,alabama,64424,1073733.333,177904.685,69229.807,0.207,0.077,0.029,0.011,0.551,0.058,0.752,442264.389,396530.36,2527.804,60220.585,89845.933,0.634,0.366,0.249,0.386,0.313,0.759,0.235,0,0.287,2.849,47.276,1693.265,0.007,0.005,0.002,0.001,0.004,0.001,0.005,0.008,0.017
1980,alaska,6383,106383.333,280330.41,101491.519,0.197,0.074,0.028,0.01,0.535,0.05,0.743,970936.957,656320.153,0,103518.433,135146.823,0.485,0.515,0.136,0.348,0.473,0.819,0.036,0.003,0.205,2.976,38.321,6466.185,0.014,0.006,0.002,0.001,0.011,0.001,0.014,0.011,0.015
1980,arizona,46489,774816.667,279459.62,109477.691,0.2,0.075,0.028,0.011,0.538,0.057,0.743,671934.625,636758.9,4876.149,71041.423,136468.525,0.613,0.387,0.166,0.447,0.466,0.923,0.029,0.008,0.242,2.859,45.067,4902.084,0.009,0.004,0.002,0.001,0.008,0.001,0.008,0.008,0.015
1980,arkansas,37859,630983.333,174358.042,64816.525,0.212,0.079,0.03,0.011,0.562,0.055,0.763,505088.401,392780.848,2461.451,54578.477,81941.066,0.633,0.367,0.278,0.354,0.278,0.837,0.154,0,0.276,2.731,48.365,1310.457,0.004,0.003,0.001,0,0.003,0,0.004,0.004,0.015
1980,california,454008,7566800,374350.912,117692.537,0.203,0.076,0.029,0.011,0.547,0.035,0.754,982059.196,915484.067,3229.881,78093.806,183127.268,0.502,0.498,0.111,0.391,0.484,0.86,0.078,0.01,0.288,2.716,44.743,15109.333,0.007,0.003,0.001,0,0.012,0.001,0.009,0.006,0.014
1980,colorado,53976,899600,288729.363,114948.322,0.195,0.072,0.027,0.01,0.53,0.056,0.736,704773.433,655503.671,4600.753,76134.03,144973.745,0.586,0.414,0.141,0.445,0.507,0.943,0.037,0.005,0.257,2.678,42.894,6363.922,0.015,0.008,0.003,0.001,0.01,0.001,0.013,0.014,0.017
1980,connecticut,55375,922916.667,381982.738,168688.956,0.198,0.074,0.028,0.01,0.522,0.059,0.74,1456795.249,850134.426,6047.224,85260.351,181462.594,0.585,0.415,0.179,0.406,0.407,0.923,0.068,0.001,0.294,2.784,47.41,19091.731,0.012,0.005,0.002,0.001,0.02,0.003,0.021,0.009,0.017
1980,delaware,10645,177416.667,267643.939,108846.779,0.195,0.072,0.027,0.01,0.532,0.066,0.73,476922.25,598316.781,5410.713,76045.077,114508.685,0.648,0.352,0.215,0.433,0.384,0.841,0.15,0.002,0.281,2.785,46.191,5963.785,0.017,0.01,0.004,0.001,0.01,0.001,0.012,0.017,0.021
1980,district of columbia,13599,226650,252180.829,29424.359,0.247,0.093,0.035,0.013,0.649,0.018,0.833,886604.351,642457.063,0,72331.236,94816.947,0.289,0.711,0.108,0.181,0.442,0.318,0.665,0.003,0.495,2.41,46.231,21659.02,0.018,0.007,0.003,0.001,0.028,0.002,0.032,0.014,0.012
1980,florida,175037,2917283.333,274368.406,100620.588,0.205,0.077,0.029,0.011,0.55,0.054,0.755,746649.499,627752.012,4611.346,66171.168,115525.725,0.601,0.399,0.195,0.406,0.379,0.862,0.126,0.003,0.289,2.637,48.824,6320.442,0.007,0.004,0.001,0.001,0.01,0.001,0.009,0.006,0.014
1980,georgia,92207,1536783.333,181280.332,62422.179,0.216,0.08,0.03,0.011,0.574,0.049,0.773,709640.697,413765.149,2240.591,65793.206,90032.488,0.583,0.417,0.184,0.398,0.339,0.74,0.253,0.001,0.309,2.844,45.257,2738.718,0.009,0.006,0.002,0.001,0.006,0.001,0.008,0.009,0.016
1980,hawaii,14993,249883.333,426447.191,95097.696,0.199,0.075,0.028,0.01,0.543,0.025,0.744,729211.031,1083907.018,0,83946.433,194249.817,0.429,0.571,0.122,0.307,0.413,0.405,0.017,0.029,0.225,3.188,44.46,22451.465,0.018,0.007,0.003,0.001,0.015,0.001,0.019,0.014,0.013
1980,idaho,15125,252083.333,227531.314,100559.327,0.187,0.069,0.026,0.01,0.514,0.071,0.722,1083103.917,504413.139,3840.465,63863.557,115863.333,0.646,0.354,0.213,0.433,0.439,0.978,0.004,0.003,0.221,2.855,44.436,6190.659,0.02,0.011,0.004,0.002,0.014,0.002,0.018,0.018,0.021
1980,illinois,202330,3372166.667,280995.553,105829.266,0.201,0.075,0.028,0.011,0.534,0.053,0.748,909432.344,635089.648,4262.373,78944.889,125911.209,0.565,0.435,0.203,0.361,0.37,0.848,0.135,0.002,0.288,2.777,46.371,3094.397,0.002,0.001,0,0,0.005,0.001,0.004,0.002,0.01
1980,indiana,95998,1599966.667,217770.119,96155.059,0.188,0.07,0.026,0.01,0.51,0.075,0.714,471429.845,477805.389,5971.171,71579.843,100475.873,0.667,0.333,0.216,0.451,0.302,0.919,0.075,0,0.265,2.772,46.135,2789.928,0.01,0.005,0.002,0.001,0.006,0.001,0.008,0.009,0.019
1980,iowa,50049,834150,247811.81,115004.807,0.182,0.067,0.025,0.009,0.501,0.081,0.699,416717.247,538051.557,6994.384,67211.098,101653.847,0.655,0.345,0.283,0.371,0.341,0.979,0.015,0.001,0.265,2.645,47.378,6482.367,0.02,0.012,0.004,0.002,0.014,0.002,0.017,0.018,0.024
1980,kansas,43249,720816.667,242383.465,96000.992,0.201,0.075,0.028,0.011,0.538,0.064,0.741,566730.343,543370.46,5023.051,68865.765,100089.438,0.645,0.355,0.268,0.377,0.407,0.933,0.053,0.001,0.261,2.602,46.879,2778.108,0.006,0.004,0.001,0,0.005,0.001,0.006,0.006,0.015
1980,kentucky,57855,964250,180549.33,68935.405,0.204,0.076,0.028,0.011,0.547,0.058,0.748,436808.811,410009.034,2045.58,61130.597,86670.954,0.62,0.38,0.255,0.365,0.275,0.918,0.077,0,0.269,2.808,46.627,1917.657,0.009,0.006,0.002,0.001,0.005,0.001,0.006,0.008,0.017
1980,louisiana,70699,1178316.667,214776.729,76334.216,0.212,0.079,0.03,0.011,0.56,0.048,0.77,725599.146,489523.359,0,66297.012,105754.733,0.593,0.407,0.236,0.357,0.319,0.717,0.273,0.001,0.286,2.904,45.538,2913.361,0.003,0.001,0,0,0.006,0.001,0.007,0.002,0.011
1980,maine,17845,297416.667,183523.32,86163.497,0.185,0.068,0.025,0.01,0.506,0.072,0.71,343265.503,402036.231,3496.764,56103.976,88795.636,0.621,0.379,0.26,0.361,0.336,0.991,0.003,0,0.286,2.73,47.206,3442.624,0.014,0.01,0.004,0.001,0.01,0.001,0.012,0.014,0.021
1980,maryland,77406,1290100,296301.32,113231.855,0.196,0.073,0.027,0.01,0.532,0.054,0.737,623081.972,677553.461,5636.085,82809.986,134653.473,0.576,0.424,0.186,0.39,0.404,0.768,0.216,0.001,0.295,2.827,45.851,5910.853,0.014,0.007,0.003,0.001,0.009,0.001,0.01,0.012,0.016
1980,massachusetts,102118,1701966.667,235362.503,87730.386,0.199,0.074,0.028,0.01,0.536,0.05,0.746,567069.827,532316.539,3626.765,72793.877,101268.992,0.51,0.49,0.161,0.349,0.411,0.949,0.038,0.001,0.326,2.702,47.766,2256.402,0.008,0.004,0.002,0.001,0.004,0,0.006,0.007,0.014
1980,michigan,161532,2692200,232693.357,103718.117,0.187,0.07,0.026,0.01,0.505,0.076,0.714,555794.928,508402.198,5005.364,79270.027,110852.254,0.679,0.321,0.243,0.436,0.361,0.861,0.128,0.001,0.276,2.845,45.678,2248.122,0.006,0.004,0.001,0.001,0.005,0.001,0.006,0.006,0.017
1980,minnesota,68016,1133600,269620.729,132710.308,0.18,0.067,0.025,0.009,0.487,0.081,0.697,583828.382,575348.059,6519.143,74421.576,132598.581,0.651,0.349,0.227,0.424,0.414,0.971,0.014,0.001,0.275,2.685,46.166,3683.271,0.007,0.004,0.002,0.001,0.007,0.001,0.008,0.007,0.017
1980,mississippi,37798,629966.667,156772.109,59771.064,0.211,0.077,0.029,0.011,0.563,0.056,0.757,351063.579,350717.424,1763.897,54688.462,81401.778,0.626,0.374,0.251,0.375,0.31,0.674,0.319,0,0.299,2.992,47.364,2112.61,0.011,0.009,0.003,0.001,0.006,0.001,0.008,0.012,0.019
1980,missouri,87282,1454700,220887.615,86384.149,0.2,0.075,0.028,0.011,0.537,0.062,0.742,596081.644,493770.924,4472.91,66485.462,95374.517,0.631,0.369,0.25,0.381,0.338,0.891,0.101,0,0.287,2.653,47.77,2172.19,0.007,0.004,0.001,0.001,0.005,0.001,0.005,0.006,0.015
1980,montana,12681,211350,215802.698,94597.794,0.184,0.068,0.026,0.01,0.508,0.064,0.714,375424.576,482646.569,3381.781,62309.379,102230.006,0.59,0.41,0.246,0.344,0.426,0.96,0.002,0.001,0.255,2.656,45.875,5704.338,0.019,0.01,0.003,0.001,0.014,0.002,0.017,0.017,0.021
1980,nebraska,28029,467150,213955.977,92302.009,0.187,0.068,0.026,0.01,0.516,0.071,0.714,388061.458,478923.543,5181.835,65117.343,91140.069,0.624,0.376,0.268,0.356,0.384,0.958,0.031,0.002,0.271,2.639,46.945,5789.81,0.019,0.012,0.005,0.002,0.014,0.002,0.018,0.018,0.023
1980,nevada,14814,246900,271320.59,92297.003,0.209,0.078,0.029,0.011,0.556,0.045,0.763,709177.485,620318.462,5786.386,77915.972,143603.556,0.515,0.485,0.091,0.423,0.414,0.904,0.062,0.005,0.246,2.639,43.12,6908.069,0.004,0.002,0.001,0,0.011,0.001,0.01,0.003,0.011
1980,new hampshire,14773,246216.667,228289.704,104851.363,0.182,0.067,0.025,0.009,0.502,0.071,0.705,378218.746,505728.646,6327.278,68278.747,110169.248,0.596,0.404,0.183,0.412,0.397,0.991,0.005,0,0.266,2.746,45.762,6136.478,0.02,0.011,0.004,0.002,0.014,0.002,0.018,0.018,0.023
1980,new jersey,132013,2200216.667,317225.422,130892.558,0.197,0.074,0.028,0.01,0.521,0.058,0.736,945363.917,700878.897,5696.429,83373.552,148471.226,0.571,0.429,0.195,0.376,0.37,0.866,0.118,0.002,0.293,2.841,47.971,4563.109,0.004,0.002,0.001,0,0.006,0.001,0.006,0.003,0.01
1980,new mexico,21170,352833.333,234268.613,85880.152,0.201,0.074,0.028,0.01,0.549,0.05,0.751,567220.734,556473.921,0,63923.234,108941.797,0.613,0.387,0.226,0.386,0.414,0.909,0.02,0.017,0.252,2.89,44.779,5686.019,0.017,0.009,0.003,0.001,0.011,0.001,0.015,0.016,0.018
1980,new york,322000,5366666.667,210900.639,59948.616,0.218,0.081,0.031,0.011,0.576,0.036,0.782,659524.738,493244.733,0,72041.502,76677.246,0.403,0.597,0.138,0.264,0.377,0.84,0.138,0.004,0.348,2.668,47.773,3175.428,0.004,0.001,0,0,0.006,0.001,0.007,0.002,0.01
1980,north carolina,98603,1643383.333,182865.169,70260.472,0.206,0.077,0.029,0.011,0.55,0.057,0.752,495818.6,409022.86,3143.395,61448.773,91408.696,0.612,0.388,0.241,0.371,0.324,0.782,0.206,0.001,0.282,2.793,46.152,2003.172,0.008,0.005,0.002,0.001,0.005,0.001,0.006,0.007,0.016
1980,north dakota,9323,155383.333,214927.624,91031.739,0.185,0.068,0.025,0.01,0.512,0.065,0.715,372658.428,488918.683,3542.16,62625.199,90891.706,0.585,0.415,0.272,0.313,0.407,0.97,0.004,0,0.251,2.683,46.599,6648.398,0.022,0.012,0.004,0.002,0.016,0.002,0.02,0.019,0.022
1980,ohio,196898,3281633.333,240148.109,106558.965,0.186,0.069,0.026,0.01,0.504,0.068,0.717,611875.951,529602.521,4329.593,71852.585,114427.771,0.637,0.363,0.235,0.402,0.322,0.892,0.102,0,0.282,2.763,46.528,3415.557,0.008,0.005,0.002,0.001,0.007,0.001,0.009,0.008,0.016
1980,oklahoma,54779,912983.333,203910.382,77207.13,0.209,0.078,0.029,0.011,0.554,0.059,0.758,593602.859,455496.276,3057.478,64070.943,96245.141,0.648,0.352,0.246,0.402,0.384,0.883,0.067,0.001,0.272,2.609,46.843,2256.274,0.003,0.002,0.001,0,0.005,0.001,0.006,0.003,0.014
1980,oregon,49427,823783.333,274630.698,118700.181,0.187,0.069,0.026,0.01,0.511,0.059,0.72,570448.06,612070.399,4293.794,70173.899,132014.301,0.587,0.413,0.184,0.403,0.459,0.961,0.015,0.002,0.266,2.606,45.004,6409.159,0.016,0.008,0.003,0.001,0.012,0.001,0.015,0.014,0.018
1980,pennsylvania,215720,3595333.333,231937.914,109303.698,0.183,0.068,0.025,0.01,0.497,0.077,0.707,592721.221,498454.303,5431.805,69779.729,102105.262,0.654,0.346,0.31,0.344,0.287,0.905,0.089,0.001,0.29,2.737,49.035,3061.873,0.01,0.006,0.002,0.001,0.007,0.001,0.009,0.009,0.018
1980,rhode island,16492,274866.667,222889.296,87708.668,0.195,0.073,0.027,0.01,0.527,0.049,0.742,514431.52,503343.829,3130.476,65699.709,99663.54,0.525,0.475,0.186,0.339,0.334,0.958,0.028,0.002,0.306,2.686,48.453,1828.09,0.007,0.004,0.002,0.001,0.004,0,0.005,0.007,0.014
1980,south carolina,49781,829683.333,180487.591,70466.958,0.208,0.077,0.029,0.011,0.554,0.06,0.753,458719.848,399955.271,3242.288,62339.345,92830.49,0.635,0.365,0.238,0.397,0.321,0.733,0.26,0.001,0.291,2.93,45.995,2102.312,0.008,0.007,0.003,0.001,0.005,0.001,0.007,0.009,0.018
1980,south dakota,10888,181466.667,186209.452,76818.762,0.185,0.067,0.025,0.009,0.516,0.064,0.717,311624.96,429424.788,3246.804,56469.41,80760.491,0.594,0.406,0.283,0.312,0.365,0.95,0.003,0.001,0.272,2.668,47.584,5903.012,0.023,0.014,0.006,0.002,0.016,0.002,0.021,0.021,0.023
1980,tennessee,78451,1307516.667,179025.968,69060.262,0.204,0.075,0.028,0.011,0.548,0.058,0.748,412885.903,404668.705,2846.423,60849.293,90573.591,0.619,0.381,0.239,0.381,0.307,0.839,0.155,0,0.281,2.767,46.44,2561.055,0.011,0.008,0.003,0.001,0.007,0.001,0.009,0.011,0.018
1980,texas,254219,4236983.333,216242.707,72189.712,0.218,0.081,0.031,0.011,0.575,0.05,0.777,722205.824,492846.488,3866.403,72371.2,100373.82,0.591,0.409,0.21,0.381,0.409,0.866,0.117,0.006,0.254,2.825,44.606,4612.439,0.005,0.002,0.001,0,0.009,0.001,0.01,0.003,0.011
1980,utah,23220,387000,268494.547,125946.322,0.184,0.069,0.026,0.01,0.497,0.074,0.705,511813.536,580760.015,5047.753,71974.362,153800.71,0.664,0.336,0.193,0.471,0.523,0.968,0.008,0.003,0.206,3.247,42.824,3673.701,0.008,0.004,0.001,0.001,0.007,0.001,0.009,0.007,0.016
1980,vermont,7779,129650,205264.39,92194.607,0.185,0.068,0.025,0.01,0.509,0.066,0.714,353183.023,453126.573,4257.738,59219.229,93859.986,0.581,0.419,0.207,0.373,0.382,0.992,0.003,0.001,0.289,2.702,45.864,5090.356,0.019,0.012,0.004,0.002,0.013,0.002,0.016,0.018,0.022
1980,virginia,93881,1564683.333,251151.656,92412.755,0.202,0.075,0.028,0.011,0.549,0.056,0.747,530070.87,578264.439,4616.115,74526.703,121491.687,0.596,0.404,0.185,0.411,0.406,0.811,0.174,0.002,0.275,2.784,45.009,6186.371,0.016,0.009,0.003,0.001,0.011,0.001,0.014,0.015,0.019
