year,state,obs,households,wealth_mean,wealth_median,wealth_top1,wealth_top.1,wealth_top.01,wealth_top.001,wealth_top10,wealth_bottom50,wealth_gini,wealth_sd,p90,p10,income_mean,house_value_mean,own,rent,own_outright,own_mortgage,college,white,black,hispanic,female,household_size,age,mean_sd,top1_sd,top.1_sd,top.01_sd,top.001_sd,top10_sd,bottom50_sd,top5_sd,top.5_sd,gini_sd
1980,washington,78586,1309766.667,290022.847,123068.048,0.189,0.07,0.026,0.01,0.514,0.06,0.721,603302.75,650157.531,3933.636,73974.171,143451.771,0.602,0.398,0.18,0.422,0.463,0.939,0.026,0.002,0.264,2.62,44.651,6277.278,0.014,0.007,0.002,0.001,0.011,0.001,0.014,0.012,0.017
1980,west virginia,30673,511216.667,210910.101,95362.938,0.187,0.069,0.026,0.01,0.508,0.069,0.717,553098.258,458683.173,3624.9,62089.646,100931.741,0.663,0.337,0.359,0.304,0.255,0.958,0.037,0,0.27,2.761,48.724,3508.568,0.013,0.007,0.003,0.001,0.008,0.001,0.011,0.012,0.019
1980,wisconsin,80555,1342583.333,252561.236,117317.23,0.181,0.067,0.025,0.009,0.493,0.073,0.705,681136.929,549426.595,5647.439,71883.26,116249.877,0.615,0.385,0.251,0.365,0.352,0.953,0.037,0.001,0.266,2.735,46.325,5173.282,0.013,0.006,0.002,0.001,0.011,0.002,0.013,0.011,0.018
1980,wyoming,7199,119983.333,258954.393,117943.651,0.186,0.069,0.026,0.01,0.507,0.069,0.712,450526.15,579346.175,5686.317,78527.523,131038.595,0.594,0.406,0.188,0.406,0.451,0.972,0.008,0.005,0.201,2.734,42.724,4658.602,0.014,0.007,0.003,0.001,0.009,0.001,0.012,0.012,0.019
1990,alabama,88188,1509489.333,240504.126,69515.672,0.264,0.111,0.047,0.02,0.625,0.047,0.798,502893.902,519106.034,0,63467.026,86877.737,0.704,0.296,0.309,0.395,0.196,0.778,0.214,0.001,0.319,2.667,49.906,7249.167,0.008,0.004,0.001,0.001,0.011,0.001,0.012,0.006,0.01
1990,alaska,11599,189028,337619.717,145178.811,0.214,0.09,0.038,0.016,0.521,0.091,0.7,489475.342,687237.568,20869.042,100305.297,111308.907,0.558,0.442,0.154,0.404,0.286,0.742,0.026,0.011,0.266,2.977,41.923,14006.685,0.025,0.011,0.005,0.002,0.022,0.004,0.027,0.02,0.023
1990,arizona,79493,1371543.833,296992.127,90622.283,0.254,0.107,0.045,0.019,0.603,0.046,0.787,645941.254,657829.711,0,72052.497,114609.042,0.642,0.358,0.21,0.432,0.29,0.859,0.025,0.067,0.3,2.701,48.301,8506.071,0.006,0.003,0.001,0,0.011,0.001,0.009,0.005,0.009
1990,arkansas,51968,879287.5,280659.119,71458.493,0.269,0.114,0.048,0.02,0.639,0.038,0.809,592274.613,643232.343,0,57732.31,75727.262,0.695,0.305,0.326,0.369,0.154,0.86,0.128,0.002,0.297,2.603,50.932,13252.327,0.008,0.004,0.002,0.001,0.017,0.002,0.014,0.007,0.009
1990,california,614734,10526111.5,533949.128,164074.554,0.241,0.102,0.043,0.018,0.572,0.038,0.757,1100609.592,1300634.607,0,91657.745,254306.335,0.554,0.446,0.142,0.412,0.338,0.759,0.063,0.092,0.312,2.885,47.314,38247.77,0.005,0.002,0.001,0,0.013,0.003,0.01,0.004,0.017
1990,colorado,78860,1282790,290823.394,93434.094,0.247,0.104,0.044,0.019,0.59,0.05,0.774,548831.534,638538.584,1535.564,76216.741,119401.647,0.623,0.377,0.163,0.46,0.343,0.912,0.029,0.041,0.298,2.566,46.377,6439.058,0.009,0.004,0.002,0.001,0.009,0.001,0.009,0.007,0.01
1990,connecticut,71656,1236974.333,664791.755,308071.461,0.223,0.094,0.04,0.017,0.529,0.069,0.71,1322906.531,1468695.562,7487.162,104458.683,294003.359,0.655,0.345,0.208,0.447,0.36,0.909,0.059,0.019,0.331,2.647,49.413,44074.694,0.005,0.002,0.001,0,0.012,0.005,0.009,0.004,0.024
1990,delaware,13063,222510.5,374047.053,137616.373,0.234,0.099,0.042,0.018,0.56,0.06,0.745,613683.642,799062.372,7005.882,83975.793,159792.98,0.707,0.293,0.262,0.446,0.274,0.839,0.14,0.008,0.316,2.651,48.807,9771.338,0.011,0.005,0.002,0.001,0.01,0.002,0.013,0.009,0.012
1990,district of columbia,14976,251973.667,370423.384,55604.026,0.276,0.117,0.049,0.021,0.651,0.013,0.83,1239987.658,972581.763,-5267.625,87107.131,157244.194,0.391,0.609,0.125,0.266,0.403,0.366,0.599,0.016,0.524,2.352,48.576,38920.03,0.014,0.006,0.003,0.001,0.028,0.001,0.026,0.011,0.018
1990,florida,318257,5164938.5,332259.627,104160.864,0.251,0.106,0.045,0.019,0.593,0.052,0.785,965944.348,726674.353,4998.059,71606.46,126100.623,0.672,0.328,0.254,0.418,0.268,0.872,0.103,0.014,0.326,2.499,51.622,12839.608,0.007,0.003,0.001,0,0.014,0.002,0.013,0.005,0.011
1990,georgia,146132,2375281,252564.366,73407.251,0.261,0.11,0.047,0.02,0.618,0.045,0.801,699985.583,551969.272,0,73748.113,112099.787,0.649,0.351,0.215,0.434,0.235,0.744,0.243,0.004,0.34,2.729,47.296,6666.946,0.005,0.002,0.001,0,0.01,0.001,0.01,0.004,0.007
1990,hawaii,21246,360099.667,610121.112,230123.415,0.228,0.096,0.041,0.017,0.546,0.044,0.724,768493.794,1357358.089,4538.175,95949.559,281755.892,0.542,0.458,0.154,0.388,0.322,0.373,0.02,0.037,0.254,3.132,48.567,44284.08,0.014,0.006,0.002,0.001,0.019,0.003,0.022,0.011,0.013
1990,idaho,21382,358666.667,268809.662,90090.406,0.247,0.104,0.044,0.019,0.588,0.056,0.773,614636.498,581946.448,5634.562,64998.814,97550.445,0.701,0.299,0.271,0.43,0.241,0.958,0.003,0.021,0.244,2.76,48.73,4956.461,0.008,0.003,0.001,0.001,0.007,0.001,0.008,0.006,0.01
1990,illinois,257727,4212407.5,350497.437,118521.104,0.246,0.104,0.044,0.019,0.582,0.05,0.775,872376.512,768183.719,0,81470.3,136298.92,0.643,0.357,0.243,0.4,0.263,0.863,0.095,0.024,0.31,2.687,49.447,10686.3,0.005,0.002,0.001,0,0.011,0.002,0.009,0.004,0.01
1990,indiana,124571,2067172,243926.956,86917.949,0.239,0.101,0.043,0.018,0.571,0.061,0.759,511332.799,522408.695,4907.028,70213.949,91997.094,0.701,0.299,0.267,0.434,0.206,0.931,0.057,0.005,0.294,2.633,48.971,3066.918,0.009,0.004,0.002,0.001,0.006,0.001,0.007,0.007,0.012
1990,iowa,63376,1043336.5,284077.479,97114.985,0.241,0.102,0.043,0.018,0.577,0.059,0.762,544312.486,603734.827,6349.146,65356.26,80246.187,0.7,0.3,0.327,0.374,0.219,0.982,0.009,0.002,0.287,2.508,51.146,6109.972,0.012,0.005,0.002,0.001,0.009,0.001,0.01,0.009,0.012
1990,kansas,58105,941600.167,247566.428,83666.525,0.241,0.102,0.043,0.018,0.578,0.057,0.766,506653.039,534359.213,4785.384,68629.406,84606.08,0.681,0.319,0.284,0.396,0.246,0.937,0.036,0.012,0.283,2.534,50.131,3996.083,0.011,0.005,0.002,0.001,0.007,0.001,0.009,0.009,0.012
1990,kentucky,80221,1366512.5,201954.381,65994.393,0.245,0.103,0.044,0.018,0.59,0.053,0.773,404449.634,442141.006,0,59207.14,81761.865,0.697,0.303,0.325,0.372,0.186,0.934,0.061,0.001,0.302,2.615,49.188,4130.635,0.015,0.007,0.003,0.001,0.009,0.001,0.012,0.013,0.015
1990,louisiana,89115,1508112.5,199838.386,58592.789,0.263,0.111,0.047,0.02,0.621,0.043,0.8,507403.472,433923.948,0,58864.666,83844.92,0.662,0.338,0.302,0.359,0.19,0.72,0.266,0.004,0.334,2.794,48.638,2782.799,0.005,0.002,0.001,0,0.005,0.001,0.006,0.004,0.009
1990,maine,27834,459327.667,359258.29,135604.168,0.236,0.1,0.042,0.018,0.565,0.06,0.752,688400.163,778633.462,4735.063,68190.26,144207.76,0.703,0.297,0.287,0.415,0.244,0.989,0.003,0.001,0.293,2.63,48.828,9747.85,0.009,0.004,0.002,0.001,0.01,0.002,0.011,0.007,0.011
1990,maryland,106638,1746416.667,430180.502,152534.885,0.24,0.101,0.043,0.018,0.57,0.054,0.758,884771.928,970689.017,2677.031,95582.737,194890.796,0.65,0.35,0.187,0.463,0.338,0.769,0.201,0.007,0.328,2.706,47.867,19096.009,0.005,0.002,0.001,0,0.013,0.002,0.009,0.004,0.013
1990,massachusetts,139242,2264103.333,524187.352,234716.96,0.226,0.095,0.04,0.017,0.538,0.056,0.725,919104.044,1100742.501,1078.316,92081.961,228789.942,0.589,0.411,0.192,0.397,0.358,0.929,0.036,0.015,0.359,2.68,49.105,17426.568,0.007,0.003,0.001,0.001,0.01,0.002,0.011,0.005,0.013
1990,michigan,201115,3435251.167,291263.082,104486.536,0.242,0.102,0.043,0.018,0.573,0.059,0.773,954346.151,615912.799,0,78532.476,106480.935,0.71,0.29,0.275,0.435,0.231,0.889,0.092,0.006,0.299,2.712,48.572,4295.842,0.003,0.001,0.001,0,0.006,0.001,0.005,0.002,0.007
1990,minnesota,99621,1631766.5,296562.744,114742.852,0.233,0.098,0.042,0.018,0.554,0.07,0.75,736809.548,615989.243,6992.894,76100.166,122166.442,0.717,0.283,0.243,0.474,0.267,0.971,0.01,0.003,0.257,2.667,49.016,2431.851,0.004,0.002,0.001,0,0.004,0.001,0.004,0.003,0.008
1990,mississippi,56438,911970,183956.846,57550.771,0.264,0.112,0.047,0.02,0.618,0.053,0.808,902533.129,386314.369,0,57028.856,75715.218,0.715,0.285,0.326,0.389,0.186,0.67,0.324,0.001,0.357,2.807,50.11,2696.697,0.004,0.002,0.001,0,0.006,0.001,0.007,0.003,0.006
1990,missouri,118281,1963160.833,264762.745,87362.473,0.246,0.104,0.044,0.019,0.586,0.053,0.774,556485.994,570989.714,2265.25,67170.801,98819.36,0.688,0.312,0.288,0.4,0.212,0.914,0.074,0.003,0.31,2.539,50.153,3649.65,0.006,0.002,0.001,0,0.006,0.001,0.006,0.004,0.009
1990,montana,18051,305326.833,254338.772,86874.692,0.241,0.102,0.043,0.018,0.579,0.054,0.764,448139.533,553692.216,2777.475,57698.713,86188.152,0.672,0.328,0.3,0.372,0.243,0.937,0.002,0.004,0.287,2.565,49.567,5586.716,0.014,0.006,0.003,0.001,0.009,0.001,0.012,0.011,0.014
1990,nebraska,36080,599796,266558.745,87060.401,0.251,0.106,0.045,0.019,0.593,0.054,0.781,630162.042,569193.405,5294.978,65145.674,79103.991,0.665,0.335,0.296,0.369,0.233,0.961,0.021,0.007,0.277,2.545,50.605,5421.9,0.004,0.002,0.001,0,0.008,0.001,0.008,0.003,0.008
1990,nevada,27989,466903.333,310823.556,80223.732,0.264,0.112,0.047,0.02,0.624,0.036,0.804,714457.718,713527.568,0,77685.424,113771.318,0.547,0.453,0.144,0.402,0.23,0.87,0.05,0.036,0.286,2.614,46.945,15268.137,0.008,0.003,0.001,0.001,0.017,0.002,0.015,0.006,0.01
1990,new hampshire,24640,401591.667,466040.71,196687.998,0.229,0.097,0.041,0.017,0.545,0.068,0.733,940689.33,1004970.008,9384.482,85460.331,197387.752,0.68,0.32,0.212,0.468,0.332,0.987,0.004,0.002,0.278,2.665,47.127,15366.68,0.005,0.002,0.001,0,0.009,0.002,0.008,0.004,0.013
1990,new jersey,174643,2803869.833,580225.282,249671.617,0.226,0.095,0.04,0.017,0.536,0.064,0.716,870699.891,1261362.157,5765.492,100862.695,252169.938,0.649,0.351,0.219,0.429,0.318,0.847,0.099,0.027,0.316,2.764,49.979,27809.085,0.005,0.002,0.001,0,0.009,0.003,0.008,0.004,0.015
1990,new mexico,33634,543030,256907.707,75195.264,0.252,0.106,0.045,0.019,0.607,0.046,0.785,515362.404,580060.305,0,61843.913,102661.764,0.674,0.326,0.277,0.397,0.265,0.802,0.016,0.106,0.289,2.796,47.852,7150.991,0.016,0.007,0.003,0.001,0.011,0.001,0.014,0.013,0.013
1990,new york,402826,6702568.667,449342.777,128913.313,0.25,0.106,0.045,0.019,0.591,0.03,0.784,1294597.522,1076884.756,0,87399.587,174516.829,0.521,0.479,0.192,0.329,0.3,0.833,0.103,0.035,0.351,2.717,49.892,29459.559,0.008,0.004,0.002,0.001,0.018,0.002,0.015,0.007,0.019
1990,north carolina,154697,2526855,243537.392,77349.196,0.251,0.106,0.045,0.019,0.6,0.05,0.781,488482.809,532055.1,861.342,66875.559,102349.125,0.681,0.319,0.278,0.402,0.24,0.787,0.196,0.003,0.324,2.561,48.659,5028.805,0.011,0.005,0.002,0.001,0.008,0.001,0.01,0.009,0.012
1990,north dakota,13916,232916.667,235806.702,82668.427,0.232,0.097,0.041,0.017,0.567,0.058,0.752,391751.379,512430.484,3031.898,58622.895,67537.37,0.658,0.342,0.327,0.332,0.247,0.965,0.004,0.001,0.252,2.55,50.991,8872.91,0.026,0.013,0.005,0.002,0.017,0.002,0.023,0.023,0.02
1990,ohio,241794,4070238.667,264454.027,95725.874,0.237,0.1,0.042,0.018,0.567,0.058,0.761,612818.097,563944.765,0,70997.347,103304.055,0.675,0.325,0.263,0.411,0.22,0.903,0.085,0.004,0.317,2.627,49.079,3177.019,0.008,0.003,0.001,0.001,0.005,0.001,0.007,0.006,0.01
1990,oklahoma,71623,1207476.5,207192.63,63742.011,0.253,0.107,0.045,0.019,0.604,0.051,0.786,500449.169,447571.682,0,60926.048,77897.109,0.679,0.321,0.291,0.389,0.222,0.857,0.055,0.011,0.301,2.575,49.772,3257.244,0.011,0.005,0.002,0.001,0.006,0.001,0.008,0.009,0.012
1990,oregon,65410,1104372.333,284396.12,97875.31,0.243,0.103,0.043,0.018,0.578,0.053,0.77,628034.311,613359.499,3176.72,68258.422,102722.897,0.629,0.371,0.225,0.404,0.276,0.947,0.011,0.012,0.299,2.556,49.19,3520.315,0.005,0.002,0.001,0,0.005,0.001,0.005,0.004,0.008
1990,pennsylvania,268650,4504967,318269.273,122391.229,0.234,0.099,0.042,0.018,0.558,0.064,0.751,707335.31,666244.664,2526.631,72987.329,128557.398,0.706,0.294,0.333,0.373,0.221,0.936,0.052,0.005,0.298,2.627,50.781,4023.469,0.005,0.002,0.001,0,0.005,0.001,0.006,0.004,0.009
1990,rhode island,22073,378763.667,434241.254,187237.734,0.227,0.096,0.041,0.017,0.541,0.054,0.736,821570.461,898909.039,2075.298,78512.047,187498.516,0.594,0.406,0.216,0.378,0.282,0.938,0.028,0.013,0.342,2.61,49.884,7221.248,0.006,0.003,0.001,0,0.007,0.001,0.008,0.005,0.01
1990,south carolina,73363,1266030,215867.458,70026.22,0.253,0.107,0.045,0.019,0.601,0.054,0.782,488199.307,466763.886,0,64881.094,96012.024,0.699,0.301,0.286,0.413,0.228,0.727,0.266,0.002,0.339,2.708,48.627,3068.667,0.009,0.004,0.002,0.001,0.006,0.001,0.007,0.007,0.011
1990,south dakota,15438,259831.5,220723.794,76282.486,0.233,0.098,0.041,0.017,0.567,0.058,0.755,419141.532,482861.034,4484.812,56038.761,63799.415,0.66,0.34,0.317,0.342,0.214,0.948,0.002,0.002,0.275,2.583,51.192,6661.622,0.019,0.009,0.004,0.002,0.014,0.002,0.018,0.017,0.017
1990,tennessee,111421,1844117.5,244781.094,74562.393,0.262,0.111,0.047,0.02,0.614,0.047,0.798,625897.306,525137.126,0,64405.879,96444.467,0.681,0.319,0.29,0.391,0.195,0.864,0.128,0.001,0.317,2.58,49.238,7414.184,0.007,0.003,0.001,0.001,0.012,0.001,0.013,0.005,0.007
1990,texas,378778,6099988.667,236519.665,65015.986,0.267,0.113,0.048,0.02,0.629,0.041,0.809,631831.976,516943.766,0,70469.193,91111.011,0.608,0.392,0.244,0.364,0.262,0.806,0.1,0.077,0.29,2.797,47.501,6717.034,0.006,0.002,0.001,0,0.011,0.001,0.011,0.004,0.007
1990,utah,32730,536383.167,238898.458,88710.695,0.231,0.097,0.041,0.017,0.557,0.062,0.748,453878.785,515844.971,3909.039,70507.24,109158.964,0.681,0.319,0.219,0.462,0.31,0.95,0.005,0.018,0.231,3.241,46.458,5640.813,0.015,0.007,0.003,0.001,0.011,0.002,0.014,0.012,0.015
1990,vermont,12596,210793.833,370217.344,152800.848,0.227,0.096,0.041,0.017,0.546,0.066,0.735,633461.898,770371.199,4720.437,70717.093,163309.218,0.686,0.314,0.248,0.438,0.301,0.991,0.002,0.001,0.307,2.636,47.456,8560.764,0.012,0.005,0.002,0.001,0.01,0.002,0.013,0.01,0.012
1990,virginia,132911,2291630,347943.849,108644.89,0.248,0.105,0.044,0.019,0.591,0.05,0.775,743067.71,789455.451,4884.539,83033.39,161656.408,0.663,0.337,0.21,0.452,0.305,0.811,0.164,0.006,0.306,2.634,47.484,12476.191,0.007,0.003,0.001,0.001,0.012,0.002,0.01,0.006,0.01
1990,washington,112015,1872772.5,344970.053,114309.159,0.241,0.102,0.043,0.018,0.576,0.049,0.763,664236.538,760684.834,2264.101,75977.418,146392.424,0.626,0.374,0.2,0.425,0.313,0.915,0.023,0.017,0.297,2.583,47.607,8610.949,0.01,0.004,0.002,0.001,0.009,0.001,0.011,0.008,0.01
1990,west virginia,39640,664616.167,184474.922,71792.095,0.232,0.098,0.041,0.017,0.558,0.066,0.751,414155.132,395707.99,0,54335.897,77458.2,0.743,0.257,0.43,0.313,0.153,0.965,0.03,0.001,0.314,2.58,51.408,2042.615,0.007,0.004,0.002,0.001,0.005,0.001,0.006,0.007,0.013
1990,wisconsin,108116,1823994,285732.24,111074.688,0.231,0.098,0.041,0.017,0.553,0.064,0.75,685693.252,595782.031,4810.153,71061.524,98581.691,0.666,0.334,0.271,0.395,0.228,0.958,0.023,0.004,0.257,2.702,49.253,3792.874,0.008,0.003,0.001,0.001,0.006,0.001,0.008,0.006,0.01
1990,wyoming,10193,168796.833,237404.493,78702.143,0.248,0.105,0.044,0.019,0.592,0.056,0.771,437196.426,503904.541,4933.523,65342.062,91622.69,0.679,0.321,0.27,0.409,0.249,0.96,0.005,0.016,0.25,2.68,47.446,5588.206,0.014,0.006,0.003,0.001,0.01,0.001,0.012,0.012,0.014
2000,alabama,104224,1736952,291200.101,87413.454,0.292,0.139,0.066,0.032,0.623,0.052,0.797,998595.088,585908.518,0,70083.273,112067.318,0.724,0.276,0.278,0.447,0.228,0.744,0.233,0.005,0.358,2.497,50.18,7100.064,0.016,0.009,0.004,0.002,0.009,0.001,0.013,0.014,0.014
2000,alaska,13296,221506,520737.83,214789.142,0.255,0.122,0.058,0.028,0.554,0.085,0.721,967882.672,998881.677,20141.53,98175.218,144265.984,0.624,0.376,0.181,0.443,0.299,0.705,0.025,0.013,0.305,2.797,45.434,28782.406,0.029,0.014,0.007,0.003,0.026,0.005,0.032,0.024,0.023
2000,arizona,114079,1901901.5,410838.471,119636.098,0.295,0.141,0.067,0.032,0.625,0.048,0.799,1279836.08,849919.671,0,82065.805,146850.265,0.68,0.32,0.202,0.479,0.318,0.816,0.026,0.092,0.323,2.674,49.666,12776.176,0.01,0.005,0.002,0.001,0.009,0.002,0.009,0.008,0.011
2000,arkansas,62562,1042645.5,275081.345,79565.063,0.293,0.139,0.066,0.032,0.626,0.049,0.799,834231.343,555990.134,-1553.726,65841.21,93154.775,0.694,0.306,0.288,0.406,0.181,0.841,0.128,0.01,0.319,2.502,50.649,6785.35,0.016,0.009,0.004,0.002,0.009,0.001,0.013,0.015,0.015
2000,california,690172,11507038.167,612725.984,152115.791,0.301,0.144,0.069,0.033,0.633,0.033,0.803,1963244.268,1421768.443,-2158.48,99343.877,249545.31,0.569,0.431,0.135,0.434,0.365,0.675,0.064,0.132,0.342,2.869,48.735,58985.839,0.009,0.004,0.002,0.001,0.02,0.003,0.015,0.007,0.022
2000,colorado,99494,1658124.333,518221.793,169851.01,0.283,0.135,0.065,0.031,0.603,0.052,0.777,1325824.197,1085326.278,6384.711,92997.996,205383.501,0.673,0.327,0.155,0.518,0.393,0.869,0.031,0.062,0.324,2.537,47.479,21367.507,0.015,0.007,0.003,0.002,0.012,0.002,0.015,0.012,0.014
2000,connecticut,78100,1301836.5,678608.924,228997.856,0.289,0.138,0.066,0.031,0.605,0.052,0.779,2225189.473,1454179.851,3532.407,112343.322,247336.849,0.669,0.331,0.195,0.473,0.388,0.853,0.076,0.035,0.371,2.539,50.646,59807.019,0.011,0.005,0.002,0.001,0.021,0.005,0.018,0.008,0.027
2000,delaware,17924,298857.833,452111.839,159086.242,0.279,0.133,0.064,0.03,0.594,0.061,0.773,1357517.591,912201.975,6865.57,92339.166,160673.704,0.723,0.277,0.216,0.507,0.323,0.797,0.158,0.015,0.361,2.523,50.411,13490.515,0.013,0.006,0.003,0.001,0.011,0.002,0.014,0.011,0.012
2000,district of columbia,14900,248334,447679.846,61695.655,0.339,0.162,0.077,0.037,0.708,0.012,0.862,2239305.836,1038180.336,-5923.574,95500.597,160831.444,0.408,0.592,0.105,0.303,0.443,0.349,0.575,0.029,0.543,2.163,48.102,67499.435,0.02,0.01,0.005,0.002,0.037,0.002,0.034,0.016,0.022
2000,florida,380276,6338574.667,468076.912,127020.748,0.306,0.146,0.07,0.033,0.641,0.047,0.811,1671001.022,980745.77,5616.843,83793.788,141867.83,0.701,0.299,0.242,0.459,0.308,0.824,0.121,0.026,0.361,2.453,52.36,37102.854,0.012,0.006,0.003,0.001,0.024,0.004,0.022,0.01,0.017
2000,georgia,180382,3007234.5,364084.074,101979.476,0.304,0.145,0.069,0.033,0.639,0.046,0.812,1354206.459,738539.149,0,87029.908,141481.689,0.675,0.325,0.184,0.491,0.284,0.693,0.266,0.015,0.366,2.628,47.821,12254.038,0.006,0.003,0.001,0.001,0.011,0.002,0.01,0.005,0.01
2000,hawaii,24194,403324.5,707347.135,214646.842,0.281,0.134,0.064,0.031,0.599,0.038,0.769,1420966.062,1575057.712,-2114.934,98444.52,254710.598,0.564,0.436,0.162,0.402,0.345,0.311,0.017,0.04,0.324,2.936,51.305,54943.731,0.018,0.009,0.004,0.002,0.017,0.003,0.022,0.015,0.017
2000,idaho,28179,469647.167,411426.747,131871.914,0.289,0.138,0.066,0.031,0.612,0.055,0.788,1386269.739,810391.06,7337.823,76414.269,144096.367,0.723,0.277,0.226,0.497,0.276,0.93,0.003,0.033,0.274,2.683,49.446,10312.513,0.01,0.005,0.002,0.001,0.008,0.001,0.009,0.008,0.011
2000,illinois,275507,4591142.833,492168.797,154456.563,0.29,0.139,0.066,0.032,0.613,0.048,0.788,1421439.63,1017586.287,0,92880.338,170565.381,0.673,0.327,0.214,0.459,0.31,0.821,0.109,0.035,0.334,2.626,49.908,18784.655,0.007,0.004,0.002,0.001,0.01,0.002,0.009,0.006,0.013
