year,state,obs,households,wealth_mean,wealth_median,wealth_top1,wealth_top.1,wealth_top.01,wealth_top.001,wealth_top10,wealth_bottom50,wealth_gini,wealth_sd,p90,p10,income_mean,house_value_mean,own,rent,own_outright,own_mortgage,college,white,black,hispanic,female,household_size,age,mean_sd,top1_sd,top.1_sd,top.01_sd,top.001_sd,top10_sd,bottom50_sd,top5_sd,top.5_sd,gini_sd
2010,New York,74105,7196423,546000.996,105603.611,0.345,0.178,0.091,0.047,0.671,0.017,0.829,2323796.244,1171224.488,-8452.454,84020.126,243604.056,0.542,0.458,0.191,0.351,0.441,0.769,0.117,0.045,0.492,2.487,53.487,34237.505,0.006,0.003,0.002,0.001,0.011,0.001,0.009,0.005,0.013
2010,North Carolina,39101,3670868,325682.374,87137.153,0.34,0.175,0.09,0.046,0.66,0.037,0.829,1517035.66,619511.271,-5085.951,63208.312,154554.814,0.673,0.327,0.223,0.45,0.383,0.756,0.192,0.015,0.479,2.377,52.602,2827.688,0.001,0.001,0,0,0.003,0,0.002,0.001,0.006
2010,North Dakota,2879,280414,327848.7,98145.918,0.327,0.168,0.087,0.045,0.637,0.04,0.809,818800.844,622273.207,-6316.679,64372.96,111990.855,0.664,0.336,0.297,0.367,0.365,0.947,0.005,0.004,0.429,2.299,53.341,6733.755,0.005,0.003,0.001,0.001,0.007,0.001,0.009,0.004,0.004
2010,Ohio,47925,4525064,290904.996,91272.99,0.321,0.165,0.085,0.044,0.627,0.041,0.806,836396.208,552741.584,-6565.347,62749.588,127821.489,0.685,0.315,0.223,0.462,0.339,0.875,0.095,0.005,0.465,2.387,53.296,7870.755,0.007,0.004,0.002,0.001,0.01,0.001,0.011,0.006,0.002
2010,Oklahoma,14951,1432965,253631.208,71753.276,0.334,0.172,0.089,0.046,0.65,0.04,0.831,1243667.045,481738.66,-6128.38,60724.875,110785.661,0.681,0.319,0.267,0.414,0.308,0.792,0.052,0.02,0.463,2.413,53.071,1859.365,0.002,0.001,0,0,0.003,0,0.003,0.001,0.003
2010,Oregon,15711,1507139,467745.225,123200.632,0.333,0.171,0.088,0.045,0.647,0.029,0.806,1117239.287,882209.105,-8113.34,64277.31,201398.618,0.624,0.376,0.188,0.436,0.4,0.907,0.012,0.02,0.463,2.393,53.139,8156.978,0.002,0.001,0.001,0,0.004,0.001,0.003,0.002,0.007
2010,Pennsylvania,50856,4936035,391023.377,123158.174,0.325,0.167,0.086,0.044,0.632,0.044,0.808,1509058.809,720990.71,-3491.951,70943.631,168757.13,0.703,0.297,0.263,0.44,0.346,0.904,0.062,0.009,0.453,2.386,54.355,2567.872,0.001,0.001,0,0,0.002,0,0.002,0.001,0.007
2010,Rhode Island,4235,402295,486555.985,143468.49,0.327,0.168,0.087,0.045,0.636,0.03,0.809,1846747.65,897406.459,-7157.325,73410.492,224661.923,0.608,0.392,0.161,0.447,0.426,0.885,0.043,0.034,0.491,2.376,53.795,9598.891,0.003,0.002,0.001,0,0.006,0.001,0.005,0.002,0.01
2010,South Carolina,19107,1761390,298575.546,83958.369,0.336,0.173,0.089,0.046,0.655,0.04,0.821,826032.888,567356.743,-4130.325,58059.61,149705.632,0.688,0.312,0.255,0.433,0.356,0.734,0.236,0.008,0.487,2.378,53.307,2694.605,0.003,0.001,0.001,0,0.003,0,0.004,0.002,0.003
2010,South Dakota,3304,318951,334947.053,95435.783,0.33,0.17,0.088,0.045,0.642,0.042,0.818,1293528.741,612622.501,0,66222.461,126983.351,0.682,0.318,0.282,0.401,0.356,0.942,0.004,0.005,0.442,2.388,54.011,3770.477,0.002,0.001,0.001,0,0.004,0,0.004,0.002,0.006
2010,Tennessee,25940,2440664,293689.42,82557.276,0.332,0.171,0.088,0.045,0.646,0.039,0.82,936177.876,556293.987,-5624.819,58439.51,142244.429,0.68,0.32,0.255,0.425,0.313,0.838,0.131,0.006,0.464,2.389,52.792,3674.257,0.003,0.002,0.001,0,0.004,0,0.005,0.003,0.002
2010,Texas,91135,8738667,298658.744,75597.519,0.346,0.178,0.092,0.047,0.672,0.029,0.842,1107009.328,572448.65,-8836.304,71997.704,126431.113,0.637,0.363,0.238,0.398,0.368,0.792,0.103,0.056,0.453,2.614,51.22,3201.24,0.002,0.001,0.001,0,0.003,0,0.003,0.002,0.006
2010,Utah,9144,880024,376369.591,115966.238,0.323,0.166,0.086,0.044,0.629,0.041,0.806,1283032.553,697901.159,-8292.98,74023.483,209279.985,0.701,0.299,0.178,0.523,0.426,0.928,0.006,0.026,0.396,3.036,49.263,8474.205,0.005,0.003,0.001,0.001,0.008,0.001,0.008,0.004,0.004
2010,Vermont,2649,256921,530599.501,185648.306,0.321,0.165,0.085,0.044,0.623,0.046,0.792,1463007.192,982520.504,-5433.729,67528.511,205583.097,0.708,0.292,0.235,0.473,0.437,0.975,0.005,0,0.467,2.313,54.413,7937.139,0.002,0.001,0.001,0,0.004,0.001,0.004,0.002,0.012
2010,Virginia,31503,2992739,520990.786,154152.177,0.328,0.169,0.087,0.045,0.638,0.042,0.801,1865687.244,992180,0,90075.331,244377.987,0.678,0.322,0.19,0.489,0.449,0.767,0.165,0.011,0.459,2.446,52.176,15735.97,0.003,0.002,0.001,0,0.007,0.001,0.005,0.003,0.012
2010,Washington,27101,2606867,520250.672,145410.874,0.33,0.17,0.087,0.045,0.641,0.035,0.802,1406598.922,981931.955,-6024.292,76925.125,239073.123,0.633,0.367,0.174,0.459,0.441,0.855,0.024,0.023,0.442,2.435,52.151,13755.153,0.003,0.001,0.001,0,0.005,0.001,0.004,0.002,0.01
2010,West Virginia,7788,741937,233013.512,86879.267,0.303,0.156,0.08,0.041,0.599,0.06,0.784,918553.063,434685.054,0,51315.417,109957.875,0.745,0.255,0.375,0.37,0.245,0.952,0.025,0.002,0.485,2.275,54.853,7752.491,0.011,0.006,0.003,0.002,0.013,0.002,0.016,0.009,0.006
2010,Wisconsin,23700,2279531,383904.964,123527.346,0.321,0.165,0.085,0.044,0.624,0.041,0.799,1018213.777,703462.695,-7410.41,65777.613,161382.29,0.686,0.314,0.221,0.465,0.342,0.941,0.028,0.007,0.409,2.39,53.317,7863.983,0.005,0.002,0.001,0.001,0.008,0.001,0.008,0.004,0.004
2010,Wyoming,2336,222804,406288.224,119035.343,0.328,0.169,0.087,0.045,0.637,0.043,0.808,1635748.573,743042.713,-4092.041,72256.575,178911.373,0.698,0.302,0.276,0.422,0.367,0.948,0.005,0.018,0.453,2.366,52.405,3356.953,0.001,0.001,0,0,0.003,0,0.002,0.001,0.008
2020,Alabama,15756,1889522,409372.921,120592.1,0.327,0.17,0.088,0.046,0.643,0.046,0.813,1845863.509,790273.404,1554.737,78920.634,145535.866,0.709,0.291,0.327,0.382,0.392,0.714,0.22,0.017,0.535,2.335,56.334,16903.982,0.023,0.012,0.006,0.003,0.015,0.002,0.02,0.02,0.012
2020,Alaska,2149,256584,653807.324,244321.381,0.291,0.153,0.079,0.041,0.579,0.067,0.743,1195952.905,1100189.048,13107.699,105344.521,221339.845,0.687,0.313,0.256,0.432,0.382,0.638,0.014,0.029,0.517,2.622,52.812,60940.052,0.042,0.019,0.01,0.005,0.041,0.007,0.044,0.03,0.021
2020,Arizona,20412,2782087,599478.59,185678.408,0.33,0.172,0.089,0.047,0.637,0.043,0.801,1812510.223,1114055.275,-4386.58,92209.897,218533.409,0.671,0.329,0.262,0.408,0.487,0.73,0.031,0.136,0.509,2.446,56.002,21650.552,0.005,0.003,0.001,0.001,0.008,0.002,0.007,0.004,0.015
2020,Arkansas,9600,1184472,363981.59,98664.553,0.347,0.18,0.094,0.049,0.664,0.041,0.826,1127984.067,666481.771,-2701.45,75448.967,120510.926,0.673,0.327,0.315,0.358,0.347,0.778,0.121,0.026,0.523,2.363,55.499,11874.259,0.011,0.006,0.003,0.002,0.01,0.001,0.012,0.009,0.009
2020,California,104525,13107405,964165,291956.036,0.328,0.171,0.089,0.046,0.633,0.037,0.784,2160660.062,2069324.439,7022.116,120589.168,416039.226,0.561,0.439,0.181,0.38,0.526,0.54,0.047,0.21,0.494,2.733,54.43,115143.055,0.009,0.005,0.002,0.001,0.016,0.005,0.014,0.007,0.025
2020,Colorado,18928,2205583,879612.168,311096.291,0.32,0.166,0.087,0.045,0.618,0.05,0.772,1780996.53,1725487.097,1456.728,110521.9,308821.313,0.668,0.332,0.202,0.466,0.589,0.814,0.026,0.088,0.497,2.407,53.103,64498.626,0.01,0.005,0.003,0.001,0.011,0.004,0.012,0.008,0.021
2020,Connecticut,11115,1408548,848863.412,255804.24,0.336,0.175,0.091,0.047,0.645,0.043,0.801,2724419.09,1750982.75,-3016.704,120184.834,248837.632,0.66,0.34,0.215,0.445,0.567,0.786,0.072,0.07,0.518,2.407,55.948,114369.396,0.017,0.009,0.004,0.002,0.03,0.006,0.026,0.014,0.032
2020,Delaware,3239,387695,716498.96,242282.472,0.319,0.166,0.086,0.045,0.62,0.054,0.776,1237680.871,1404437.632,6461.697,97780.896,215374.446,0.715,0.285,0.25,0.465,0.495,0.753,0.143,0.036,0.538,2.338,57.867,38047.813,0.015,0.008,0.004,0.002,0.012,0.003,0.015,0.012,0.016
2020,District Of Columbia,2239,291232,866700.479,130484.788,0.345,0.18,0.093,0.049,0.667,0.016,0.821,2583668.463,1905136.32,-11118.661,152439.058,301007.255,0.404,0.596,0.094,0.31,0.753,0.523,0.328,0.054,0.553,2.019,47.92,116022.192,0.012,0.006,0.003,0.002,0.017,0.002,0.017,0.01,0.023
2020,Florida,53212,8166011,668791.024,193607.857,0.339,0.176,0.092,0.048,0.65,0.045,0.815,3709196.199,1296535.032,5835.754,93284.61,224730.776,0.683,0.317,0.298,0.385,0.495,0.713,0.102,0.129,0.513,2.31,57.758,59770.397,0.013,0.007,0.004,0.002,0.023,0.004,0.021,0.011,0.026
2020,Georgia,24002,3907164,517140.774,143370.472,0.34,0.177,0.092,0.048,0.655,0.038,0.818,1526504.363,993494.033,-5467.823,94065.587,175255.609,0.653,0.347,0.242,0.411,0.471,0.641,0.246,0.041,0.526,2.453,54.472,21532.196,0.006,0.003,0.002,0.001,0.011,0.002,0.009,0.005,0.013
2020,Hawaii,4778,477139,1089543.61,430278.615,0.311,0.162,0.084,0.044,0.601,0.057,0.751,2493595.985,2134211.636,9613.485,116039.816,469351.335,0.645,0.355,0.24,0.405,0.525,0.294,0.012,0.06,0.504,2.887,57.22,106942.436,0.01,0.005,0.003,0.001,0.014,0.006,0.016,0.009,0.022
2020,Idaho,5823,680679,674669.986,216855.295,0.326,0.169,0.088,0.046,0.63,0.049,0.786,1289141.041,1207818.009,6344.401,90751.461,240495.881,0.725,0.275,0.273,0.453,0.432,0.882,0.002,0.048,0.51,2.534,54.954,32399.129,0.012,0.006,0.003,0.002,0.012,0.002,0.013,0.01,0.016
2020,Illinois,45329,4898907,606585.055,169589.641,0.343,0.178,0.093,0.048,0.658,0.038,0.818,1891391.408,1165144.872,-5897.065,101853.875,179187.248,0.668,0.332,0.257,0.411,0.487,0.764,0.092,0.072,0.502,2.408,54.678,51563.02,0.013,0.007,0.003,0.002,0.023,0.003,0.021,0.01,0.021
2020,Indiana,22230,2645724,403193.698,126939.603,0.326,0.17,0.088,0.046,0.634,0.051,0.804,1417159.334,733192.412,0,83023.698,142113.909,0.715,0.285,0.253,0.461,0.393,0.866,0.057,0.028,0.501,2.363,54.647,6844.468,0.01,0.005,0.003,0.001,0.006,0.001,0.008,0.008,0.01
2020,Iowa,13251,1276121,466054.813,140016.988,0.323,0.168,0.087,0.045,0.636,0.048,0.799,1374746.588,882626.797,0,85201.038,137215.878,0.727,0.273,0.298,0.428,0.415,0.932,0.014,0.015,0.515,2.304,55.522,19033.349,0.026,0.015,0.008,0.004,0.016,0.002,0.021,0.024,0.015
2020,Kansas,11712,1158185,412630.06,121704.489,0.317,0.165,0.086,0.045,0.632,0.043,0.794,738760.498,800287.048,-6102.255,85173.317,137057.424,0.671,0.329,0.289,0.382,0.443,0.866,0.031,0.039,0.502,2.347,55.067,26552.813,0.033,0.018,0.009,0.005,0.025,0.003,0.033,0.028,0.019
2020,Kentucky,15311,1753949,413799.081,119669.709,0.326,0.17,0.088,0.046,0.64,0.044,0.804,944030.485,791969.103,0,77620.4,131023.315,0.686,0.314,0.301,0.385,0.399,0.88,0.056,0.016,0.522,2.355,55.127,14828.169,0.019,0.011,0.005,0.003,0.013,0.002,0.018,0.017,0.013
2020,Louisiana,12316,1758541,464911.509,125764.085,0.341,0.177,0.092,0.048,0.662,0.036,0.824,1448618.095,908528.334,-5950.157,78255.992,137505.106,0.684,0.316,0.335,0.348,0.381,0.65,0.259,0.033,0.549,2.322,55.17,18314.166,0.011,0.006,0.003,0.001,0.01,0.001,0.01,0.009,0.011
2020,Maine,5507,585181,559505.964,191340.49,0.311,0.162,0.084,0.044,0.613,0.055,0.772,967610.64,1048733.495,4164.409,80706.198,188724.07,0.746,0.254,0.321,0.425,0.463,0.944,0.006,0.005,0.523,2.197,58.062,34223.797,0.029,0.015,0.008,0.004,0.025,0.004,0.031,0.023,0.018
2020,Maryland,18460,2244280,725163.731,253434.091,0.32,0.166,0.087,0.045,0.617,0.052,0.786,2762580.125,1323520.203,2758.405,121284.569,266662.455,0.672,0.328,0.195,0.477,0.572,0.622,0.235,0.047,0.524,2.499,55.091,24559.368,0.004,0.002,0.001,0.001,0.006,0.002,0.006,0.003,0.02
2020,Massachusetts,21017,2691492,894316.215,311947.925,0.325,0.169,0.088,0.046,0.626,0.044,0.785,3285569.796,1759589.348,0,122776.488,331421.293,0.622,0.378,0.211,0.411,0.608,0.802,0.045,0.059,0.531,2.416,54.853,72733.74,0.008,0.004,0.002,0.001,0.014,0.004,0.012,0.006,0.028
2020,Michigan,40153,4025251,479852.754,154998.868,0.326,0.169,0.088,0.046,0.629,0.051,0.804,1975275.735,879800.869,0,86438.326,159954.234,0.731,0.269,0.305,0.426,0.438,0.84,0.079,0.019,0.5,2.339,56.256,7530.082,0.005,0.003,0.001,0.001,0.005,0.001,0.006,0.004,0.01
2020,Minnesota,22111,2235184,609230.195,213106.075,0.316,0.164,0.085,0.044,0.612,0.057,0.779,1936895.568,1095040.153,2908.038,101121.218,216692.392,0.739,0.261,0.264,0.476,0.484,0.913,0.017,0.014,0.487,2.392,55.648,17995.856,0.01,0.005,0.003,0.001,0.011,0.002,0.013,0.008,0.011
2020,Mississippi,7824,1125756,376425.935,103400.087,0.344,0.179,0.093,0.049,0.661,0.042,0.824,1099665.563,725568.456,-5496.49,78102.688,112770.141,0.703,0.297,0.353,0.35,0.376,0.61,0.337,0.014,0.557,2.349,56.142,7726.74,0.003,0.003,0.001,0.001,0.006,0.001,0.006,0.004,0.006
2020,Missouri,22827,2464401,488905.846,131604.843,0.339,0.176,0.092,0.048,0.658,0.038,0.819,1563630.754,949023.99,-6022.129,83137.501,150103.903,0.678,0.322,0.27,0.408,0.418,0.849,0.07,0.016,0.511,2.338,55.189,21005.489,0.012,0.007,0.003,0.002,0.012,0.002,0.012,0.01,0.012
2020,Montana,4330,436212,786462.537,235873.522,0.331,0.172,0.09,0.047,0.638,0.046,0.791,1604073.121,1593266.038,4297.666,81357.217,223321.396,0.706,0.294,0.338,0.367,0.447,0.889,0.002,0.012,0.498,2.307,56.745,69126.227,0.008,0.004,0.002,0.001,0.017,0.004,0.013,0.007,0.021
2020,Nebraska,7851,763246,562359.724,156770.832,0.333,0.173,0.09,0.047,0.648,0.042,0.808,1484672.285,1118037.051,-2364.669,89617.302,144944.804,0.676,0.324,0.293,0.383,0.454,0.901,0.023,0.035,0.504,2.341,55.222,26691.641,0.012,0.006,0.003,0.002,0.012,0.002,0.011,0.009,0.014
2020,Nevada,8951,1176737,581193.843,168267.368,0.338,0.176,0.091,0.048,0.648,0.035,0.812,1741613.842,1102886.444,-7148.801,92265.362,221865.566,0.591,0.409,0.198,0.392,0.42,0.641,0.074,0.14,0.498,2.472,54.659,25129.434,0.006,0.003,0.002,0.001,0.01,0.002,0.009,0.005,0.016
2020,New Hampshire,4986,538663,805047.791,297098.825,0.315,0.164,0.085,0.044,0.612,0.06,0.768,2100587.502,1523089.56,10676.642,107526.218,235593.362,0.729,0.271,0.272,0.457,0.549,0.932,0.007,0.013,0.506,2.336,56.528,43279.866,0.013,0.007,0.003,0.002,0.012,0.003,0.014,0.011,0.02
2020,New Jersey,25560,3347440,906664.3,280329.88,0.331,0.172,0.09,0.047,0.637,0.041,0.789,2004119.316,1897569.439,972.074,119870.504,272653.814,0.638,0.362,0.231,0.407,0.553,0.678,0.095,0.106,0.504,2.564,55.481,108758.836,0.011,0.006,0.003,0.002,0.022,0.005,0.018,0.009,0.028
2020,New Mexico,6406,825069,467268.187,138102.826,0.333,0.173,0.09,0.047,0.642,0.044,0.816,2308931.894,847733.406,0,75319.782,198477.684,0.703,0.297,0.347,0.356,0.435,0.572,0.017,0.265,0.523,2.327,57.113,8030.841,0.007,0.004,0.002,0.001,0.005,0.001,0.006,0.006,0.011
2020,New York,60360,7495273,765776.361,163031.529,0.351,0.182,0.095,0.049,0.671,0.022,0.827,3211475.098,1653176.493,-8050.721,109709.031,266635.784,0.551,0.449,0.233,0.318,0.529,0.692,0.103,0.088,0.525,2.476,55.394,107214.136,0.017,0.009,0.005,0.002,0.028,0.003,0.026,0.014,0.029
2020,North Carolina,29967,4097934,618607.617,165868.083,0.336,0.175,0.091,0.047,0.652,0.039,0.81,2224220.532,1270399.012,-3416.359,87779.837,172498.664,0.673,0.327,0.262,0.411,0.492,0.723,0.168,0.038,0.523,2.32,55.394,41990.408,0.013,0.007,0.004,0.002,0.015,0.003,0.015,0.011,0.016
2020,North Dakota,3216,320746,793829.013,197342.043,0.332,0.173,0.09,0.047,0.648,0.033,0.797,1309294.094,1777990.261,-7842.568,86854.334,152191.491,0.645,0.355,0.309,0.336,0.457,0.909,0.01,0.012,0.467,2.291,54.697,91260.314,0.021,0.011,0.006,0.003,0.021,0.004,0.023,0.017,0.019
2020,Ohio,41057,4737983,397808.63,131262.964,0.309,0.161,0.084,0.043,0.617,0.049,0.783,832176.509,757712.469,-4745.871,81601.417,132718.482,0.673,0.327,0.262,0.411,0.424,0.85,0.083,0.017,0.514,2.321,55.224,25898.265,0.034,0.019,0.01,0.005,0.027,0.003,0.034,0.029,0.021
2020,Oklahoma,14361,1521551,550773.549,132579.494,0.348,0.181,0.094,0.049,0.671,0.034,0.831,2707251.925,1123301.21,-6427.096,83932.502,126399.132,0.683,0.317,0.323,0.36,0.359,0.717,0.047,0.04,0.522,2.435,54.885,40359.022,0.01,0.005,0.003,0.001,0.018,0.003,0.015,0.008,0.017
2020,Oregon,13486,1687031,869364.701,270865.921,0.324,0.168,0.088,0.046,0.627,0.041,0.78,1517963.597,1784203.525,-1984.513,96160.953,264101.346,0.635,0.365,0.216,0.419,0.518,0.839,0.011,0.048,0.516,2.395,54.888,73038.264,0.012,0.006,0.003,0.002,0.013,0.004,0.014,0.01,0.019
2020,Pennsylvania,51654,5187439,529426.301,171652.819,0.322,0.167,0.087,0.045,0.627,0.049,0.795,1721485.086,980196.016,-3130.56,93942.784,172362.566,0.693,0.307,0.289,0.404,0.446,0.874,0.053,0.023,0.509,2.336,56.515,15785.053,0.014,0.007,0.004,0.002,0.011,0.001,0.014,0.012,0.011
2020,Rhode Island,3051,424027,626239.201,228202.107,0.306,0.159,0.083,0.043,0.602,0.049,0.77,1660073.271,1114442.264,-1596.976,96270.967,231227.791,0.64,0.36,0.208,0.432,0.529,0.821,0.045,0.07,0.528,2.311,55.96,39963.938,0.031,0.016,0.008,0.004,0.027,0.003,0.032,0.025,0.014
2020,South Carolina,14518,2009924,501434.582,139994.033,0.341,0.177,0.092,0.048,0.654,0.045,0.817,1552818.113,949212.729,3754.384,84902.011,181602.802,0.718,0.282,0.313,0.405,0.457,0.717,0.21,0.025,0.527,2.299,56.312,21569.628,0.007,0.004,0.002,0.001,0.011,0.002,0.01,0.006,0.013
2020,South Dakota,3522,351811,451510.054,140516.206,0.313,0.163,0.085,0.044,0.619,0.05,0.785,877039.224,845070.676,1893.849,81503.389,162116.179,0.705,0.295,0.317,0.388,0.412,0.875,0.006,0.013,0.505,2.392,54.619,29197.358,0.029,0.016,0.008,0.004,0.027,0.003,0.033,0.027,0.018
2020,Tennessee,20205,2719598,462238.811,137576.444,0.335,0.174,0.091,0.047,0.648,0.041,0.815,1605137.846,867242.874,-5682.689,81448.835,171009.34,0.672,0.328,0.276,0.396,0.41,0.803,0.121,0.022,0.522,2.345,54.966,10864.716,0.007,0.004,0.002,0.001,0.007,0.001,0.007,0.006,0.01
2020,Texas,64738,10272771,496530.54,132389.593,0.338,0.176,0.091,0.048,0.656,0.034,0.821,1647198.973,965964.106,-8912.015,96187.596,172842.619,0.63,0.37,0.285,0.346,0.461,0.639,0.094,0.186,0.503,2.555,53.75,16300.005,0.009,0.005,0.003,0.001,0.008,0.001,0.009,0.008,0.011
2020,Utah,9676,1050086,654266.254,250332.996,0.309,0.161,0.084,0.043,0.602,0.06,0.766,1497205.354,1167495.47,0,102322.424,282521.986,0.713,0.287,0.22,0.492,0.518,0.878,0.007,0.054,0.48,2.978,51.338,25466.599,0.018,0.009,0.005,0.002,0.016,0.002,0.02,0.015,0.013
2020,Vermont,2638,257500,614176.117,214446.813,0.308,0.16,0.083,0.043,0.61,0.057,0.769,992266.124,1168503.771,809.956,88718.199,189599.035,0.726,0.274,0.283,0.443,0.544,0.942,0.004,0.006,0.538,2.251,56.886,34770.382,0.034,0.018,0.01,0.005,0.025,0.003,0.033,0.029,0.019
2020,Virginia,25945,3208918,708807.376,220744.843,0.325,0.169,0.088,0.046,0.629,0.045,0.791,2541121.804,1348428.917,6251.816,112719.892,251846.805,0.665,0.335,0.216,0.449,0.561,0.719,0.144,0.039,0.502,2.431,54.567,33990.342,0.009,0.005,0.002,0.001,0.009,0.002,0.01,0.007,0.017
2020,Washington,25153,2984626,823242.447,275719.338,0.324,0.168,0.088,0.046,0.624,0.045,0.784,2515913.485,1561836.761,685.758,111450.415,324943.691,0.637,0.363,0.209,0.428,0.536,0.775,0.023,0.052,0.495,2.465,53.895,48180.16,0.006,0.003,0.002,0.001,0.009,0.003,0.008,0.005,0.022
2020,West Virginia,5871,734614,319976.418,119669.638,0.307,0.159,0.083,0.043,0.603,0.06,0.782,1164998.463,590602.481,712.012,68859.445,118627.106,0.74,0.26,0.396,0.344,0.34,0.919,0.024,0.007,0.512,2.25,57.481,14210.996,0.021,0.013,0.007,0.004,0.018,0.003,0.023,0.02,0.018
2020,Wisconsin,23991,2399155,497237.011,170738.49,0.315,0.164,0.085,0.044,0.615,0.051,0.786,1380225.248,902216.018,-2948.396,85816.829,170230.238,0.683,0.317,0.259,0.424,0.438,0.914,0.026,0.019,0.494,2.323,56.008,20123.685,0.017,0.009,0.005,0.002,0.016,0.002,0.019,0.015,0.011
2020,Wyoming,2118,234719,547807.595,178512.396,0.32,0.166,0.087,0.045,0.626,0.054,0.788,1262871.897,1008387.534,7805.219,84274.393,242807.804,0.741,0.259,0.316,0.425,0.423,0.885,0.005,0.038,0.499,2.368,54.389,24448.559,0.024,0.013,0.007,0.003,0.016,0.002,0.021,0.02,0.016
